id,Product,PMM,Doc_DRI,Doc_type,Content_Title,Description,Update_frequency,Content_status,Last_updated_on,Link,Generated_Keywords
61,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Solarwinds,This document provides a side-by-side comparison of key features of ADManager Plus and Solarwinds ARM.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/dz9q04d311f3d361b48eeb92d04d422733c36,"solarwinds, admanager plus, side, provides, admp"
62,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,CyberArk,This document provides a side-by-side comparison of key features of ADManager Plus and Quest.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/t8qs2a8dc80503ef44940890840aca202479a,"admanager plus, side, provides, admp, cyberark"
63,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Quest Active Roles,This document provides a side-by-side comparison of key features of ADManager Plus and Quest Active Roles.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/fojuncd0ddc3e73914d7389c45fbba2523334,"active, roles, admanager plus, quest, admp"
64,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Hyena,This document provides a side-by-side comparison of key features of ADManager Plus and Hyena.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/tibtoffcc86e13baf4705b0271f85445dcca0,"hyena, admanager plus, side, provides, admp"
65,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Avatier Identity Anywhere,This document provides a side-by-side comparison of key features of ADManager Plus and Avatier Identity Anywhere.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/03rh7cad31ebe8610438383c75a16e0cf051f,"avatier, admanager plus, identity, admp, anywhere"
66,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Varonis,This document provides a side-by-side comparison of key features of ADManager Plus and Varonis.,,Up-to-date,October 2024,https://workdrive.zoho.com/file/gkdyf1d100ec12fe64dba9aca71548c6e923d,"admanager plus, side, provides, varonis, admp"
67,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Comparison document,Native tool comparison (ADMP vs AD),This document provides a side-by-side comparison of key features of ADManager Plus and Native AD tool.,,Up-to-date,Sep 2024,https://workdrive.zoho.com/file/dz9q080b283784f1d4962891a5ccea35651b3,"comparison, native, admanager plus, tool, admp"
68,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Risk Assessment,PPT on Risk Assessment,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/admanager-plus-identity-risk-assessment.pptx,"assessment, risk, admanager plus, ppt, admp"
69,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Access Certification Campaign,PPT on Access Certification Campaign,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/access-certification-campaign.pptx,"certification, access, campaign, admanager plus, admp"
70,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Integrations,PPT on Integrations,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/streamline-identity-management-using-admanager-plus.pptx,"admp, integrations, ppt, admanager plus"
71,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Reporting,PPT on Reporting,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/admanager-plus-reports-slide-deck.pptx,"admp, reporting, ppt, admanager plus"
72,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Management,PPT on Management,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/admp-management-presentation.pptx,"admp, management, ppt, admanager plus"
73,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Automation/Orchestration,PPT on Automation/Orchestration,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/automate-and-simplify-identity-management.pptx,"automation, admanager plus, orchestration, ppt, admp"
74,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Workflow and Delegation,PPT on Workflow and Delegation,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/admanager-plus-workflow-and-delegation.pptx,"delegation, workflow, admanager plus, ppt, admp"
75,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Migration,PPT on Migration,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/simplify-your-active-directory-migrations.pptx,"admp, migration, ppt, admanager plus"
76,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Presentation,Overview,PPT on ADManager Plus overview,,Up-to-date,Dec 2024,https://www.manageengine.com/products/ad-manager/admanager-overview-new.pdf,"admanager, overview, admanager plus, ppt, admp"
77,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Sentient Flight Group.,"Challenge: The challenge of integrating the two separate Domain Servers into one company wide, cohesive Domain without compromising with the accuracy of data was a crucial task for Sentient Flight Group.

Features: Reports, user creation and modification module and the ability to access and manage multiple domain servers",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/sentient-flight-group-case-study.html,"domain, admanager plus, flight, admp, sentient"
78,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on InterGlobe Enterprises,"Challenge: security and access issues, 

Feature: Reports",,Up-to-date,,https://www.manageengine.com/products/ad-manager/case-study/admanager-plus-helps-interglobe-enterprises-with-ad-and-file-permissions-reporting.html,"study, case, interglobe, admanager plus, admp"
79,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on iLending Direct,"Challenge: User onboarding and offboarding

Feature: Automation",,Up-to-date,,https://www.manageengine.com/products/ad-manager/case-study/ad-automation-and-reporting-helps-ilending.html,"study, case, ilending, admanager plus, admp"
80,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Libro Financial Group,"Challenge: Security and risk management

Feature: Reports",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-libro.html,"study, case, admanager plus, admp, libro"
81,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on American Insurance Association,"Challenge: Complexity of Active Directory implied AD management required technical expertise.

Feature: Reports and management",,Up-to-date,,https://www.manageengine.com/products/ad-manager/american-insurance-association-case-study.pptx,"study, case, management, admanager plus, admp"
82,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Al-Ahli Bank,"Challenge:  Unused accounts being left dormant

Feature: Management and reports",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-abkuwait.html,"study, case, admanager plus, admp, ahli"
83,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Ensurem,"Challenge: User onboarding and offboarding

Feature: Automation",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/user-onboarding-and-offboarding-made-easy-for-ensurem-with-admanager-plus.html,"study, case, admanager plus, ensurem, admp"
84,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Abu Dhabi Vocational Education and Training Institute,"Challenge: Student account management

Feature: Templates",,Up-to-date,,https://www.manageengine.com/products/ad-manager/case-study/active-directory-student-account-management-made-easy-for-adveti.html,"study, case, admanager plus, abu, admp"
85,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,"Case study on MVSD School, Pennsylvania","Challenge: Student account management

Feature: Bulk user creation",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-active-directory-management-reporting-educational-domain.html,"study, case, admanager plus, mvsd, admp"
86,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,"Case study on Grand Prairie Independent School District, Texas","Challenge: Delegating authority to campus mentors to change passwords.

Feature: Help desk delegation",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-helpdesk-delegation-for-gpisd.html,"study, grand, case, admanager plus, admp"
87,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,"Case study on College Montmorency, Quebec, Canada","Challenge: Student account management

Feature: Bulk User Import & Templates",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/templates-bulk-management-for-montmorency.html,"study, college, case, admanager plus, admp"
88,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,Case study on Warsaw City Hall,"Challenges:

- transfer of minor administrative tasks in AD to administrators of individual business areas of the city
- transfer management of passwords and data in AD to helpdesk technicians or users themselves
- notifying users about the impending expiry of the password in AD
- the possibility of self-change passwords and unlock user accounts
- the possibility of self-editing of user data in AD
- the possibility of auditing changes in AD, including in groups and - administrative units
- the ability to quickly identify the source of attack if break in to the domain is detected
- Polish user interface

Solution:

ADManager Plus
ADAudit Plus
ADSelfService Plus",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-the-warsaw-city-hall.html,"user, possibility, admanager plus, admp, city"
89,ADManager Plus,Anupriya T,admp-marketing@zohocorp.com,Case study,"Case study on ICT Services, Herleen","Challenges:

- Generate reports on all AD objects
- Identify disabled users in AD
- Isolate unused groups, GPOs, etc.

Feature: Reports",,Up-to-date,February 2024,https://www.manageengine.com/products/ad-manager/case-study/case-study-herleen.html,"study, reports, case, admanager plus, admp"
